"district","month","year","implant_women_old","implant_women_new","injection2_women_old","injection2_women_new","injection3_women_old","injection3_women_new","pill_women_old","pill_women_new","iud_women_old","iud_women_new","iud_number_dispensed","implant_number_dispensed","injection2_number_dispensed","injection3_number_dispensed","pill_number_dispensed","iud_number_received","implant_number_received","injection2_number_received","injection3_number_received","pill_number_received","iud_stock_end","implant_stock_end","injection2_stock_end","injection3_stock_end","pill_stock_end"
"ODIENNE",7,2019,1317,61,6,13,915,77,6,3,,9,,62,2,139,5,,72,,205,5,,68,,189,13
"ODIENNE",8,2019,329,72,,12,588,71,6,2,,,,38,12,125,2,,46,10,155,,,59,,126,6
"ODIENNE",9,2019,1185,253,7,,652,61,3,2,,,,28,2,109,3,,76,,322,5,,72,,303,7
"OUANGOLODOUGOU",1,2019,51,20,112,28,374,101,9,7,10,4,,15,6,149,8,10,23,6,209,,,101,,269,125
"OUANGOLODOUGOU",2,2019,84,30,38,2,473,98,28,12,11,,,17,8,123,10,,20,,93,,,87,,158,115
"OUANGOLODOUGOU",3,2019,47,84,27,4,436,115,22,,5,2,,,,31,,,,,109,,,,,81,
"OUANGOLODOUGOU",4,2019,60,37,30,4,465,102,10,4,4,2,,11,,136,,,71,,242,,,62,,107,
"OUANGOLODOUGOU",5,2019,63,39,5,3,240,59,9,1,8,3,,14,,49,,110,20,,137,,,6,,88,
"OUANGOLODOUGOU",6,2019,30,29,3,1,299,99,3,,,4,,,,16,,,,,56,,,,,40,
"OUANGOLODOUGOU",7,2019,6,19,1,,265,104,1,2,,,,13,,197,1,,84,,416,,,125,,305,85
"OUANGOLODOUGOU",8,2019,19,37,4,1,375,73,3,2,,,,6,6,35,18,,27,,245,87,,73,,149,198
"OUANGOLODOUGOU",9,2019,51,46,9,5,306,143,4,,18,,,12,1,85,2,,20,,140,,,53,,124,68
"OUANINOU",1,2019,147,13,,,252,20,18,4,,,,6,,23,,,12,,48,,,10,,42,4
"OUANINOU",2,2019,164,19,,,279,20,75,,,,,8,,13,,,16,,40,,,11,,46,9
"OUANINOU",3,2019,138,10,,,290,22,18,,,,,9,,18,,,13,,30,6,,16,,54,4
"OUANINOU",4,2019,140,11,,,250,13,13,5,,,,11,,13,2,,66,,83,70,,64,,108,72
"OUANINOU",5,2019,147,7,,,289,13,16,,,,,2,,22,,,9,,48,23,,37,,86,46
"OUANINOU",6,2019,169,8,,,244,12,14,1,,,,3,,18,5,,15,,71,20,,39,,135,63
"OUANINOU",7,2019,156,8,,,234,8,17,,,,,4,,15,,,55,,105,64,,62,,147,86
"OUANINOU",8,2019,163,10,,,246,20,17,1,,,,5,,28,2,,48,,93,46,,61,,152,83
"OUANINOU",9,2019,145,11,,,242,17,15,2,,,,7,,18,11,,34,,56,27,,48,,91,38
"OUME",1,2019,281,81,156,5,977,135,324,13,3,,,74,59,376,186,7,212,75,696,905,,182,,431,889
"OUME",2,2019,299,44,50,,1015,126,345,12,3,8,,45,1,377,117,,101,25,706,663,,106,,435,547
"OUME",3,2019,279,58,152,12,576,100,104,13,3,3,,65,22,365,39,7,195,179,515,456,,148,,205,585
"OUME",4,2019,351,28,75,9,923,77,349,9,3,1,1,36,22,347,460,17,190,182,789,2124,,203,,474,1704
"OUME",5,2019,124,37,101,34,879,136,345,14,3,4,4,41,34,413,623,7,178,170,820,717,,106,,500,1069
"OUME",6,2019,65,19,92,14,801,56,324,7,,1,1,22,56,215,461,12,168,129,543,1148,,44,,378,1109
"OUME",7,2019,78,22,114,22,500,87,344,20,,2,2,24,42,340,457,10,152,91,810,1349,,155,,539,1136
"OUME",8,2019,31,29,110,9,483,99,63,7,,1,1,47,113,399,767,10,118,171,727,928,,97,,384,663
"OUME",9,2019,18,29,102,16,568,141,283,9,,7,,30,44,368,433,,106,209,664,1074,,117,,370,352
"PORT-BOUET-VRIDI",1,2019,68,41,14,4,814,126,74,11,10,3,31,139,10,797,374,63,1749,,1855,3425,,1801,,1468,2126
"PORT-BOUET-VRIDI",2,2019,63,39,6,1,713,150,121,20,10,2,26,131,1,1225,602,110,980,,2209,2090,,1058,,1458,1739
"PORT-BOUET-VRIDI",3,2019,62,33,12,3,665,140,151,14,4,2,27,109,16,1159,451,87,916,135,1365,1736,,1012,,926,1662
"PORT-BOUET-VRIDI",4,2019,69,37,117,10,695,125,94,6,8,9,27,140,131,898,478,87,982,60,2250,1995,,1033,,2045,2425
"PORT-BOUET-VRIDI",5,2019,71,38,26,5,695,194,176,27,10,4,28,129,15,1283,555,39,905,304,2390,1364,,994,,1318,3393
"PORT-BOUET-VRIDI",6,2019,35,41,67,18,764,179,109,10,6,4,20,2889,424,997,398,119,803,642,2501,4192,,899,,1999,4063
"PORT-BOUET-VRIDI",7,2019,123,48,87,15,706,140,97,13,10,3,34,113,189,991,411,104,729,509,1997,2366,,830,,2547,2240
"PORT-BOUET-VRIDI",8,2019,122,39,63,22,483,92,102,10,7,1,14,98,548,965,437,71,636,518,2079,2531,,741,,1797,2598
"PORT-BOUET-VRIDI",9,2019,160,98,37,7,773,135,130,27,11,3,24,114,31,730,478,58,547,13,1725,1775,,631,,1480,2162
"PRIKRO",1,2019,87,19,15,,210,51,14,3,,,,17,,143,13,,50,,229,26,,46,,141,30
"PRIKRO",2,2019,86,19,15,,203,69,16,4,,2,2,11,,116,20,10,50,,252,54,,50,,168,34
"PRIKRO",3,2019,110,28,17,,252,56,15,3,1,1,,20,2,135,29,10,57,2,231,37,,38,,138,18
"PRIKRO",4,2019,117,7,15,1,154,44,24,2,4,,,7,1,110,22,10,65,1,199,50,,76,,173,28
"PRIKRO",5,2019,117,10,16,,246,37,15,1,2,,,6,1,100,14,,48,1,150,36,,56,,134,23
"PRIKRO",6,2019,71,11,15,,255,45,21,1,2,,,7,,118,22,,35,,157,51,,26,,130,29
"PRIKRO",7,2019,183,15,16,,568,50,21,4,2,,,13,1,87,18,,75,1,138,42,,64,,100,33
"PRIKRO",8,2019,88,21,15,,177,34,8,5,2,,,19,,104,21,,61,,160,72,,62,,111,51
"PRIKRO",9,2019,31,17,15,,215,51,6,5,,,,11,,103,6,,50,,184,44,,46,,114,52
"SAKASSOU",1,2019,19,39,18,5,229,78,54,24,,,,41,24,298,274,4,35,14,321,259,,208,,270,438
"SAKASSOU",2,2019,177,33,3,,247,95,61,10,,,,30,1,295,337,4,32,,252,1065,,197,,230,604
"SAKASSOU",3,2019,182,43,2,,218,96,58,8,,1,2,37,1,277,253,3,30,10,287,1029,,174,,251,359
"SAKASSOU",4,2019,184,44,20,6,294,90,72,11,,,,62,25,346,178,5,110,146,315,513,,212,,172,498
"SAKASSOU",5,2019,3,34,13,20,306,72,84,13,,,,34,32,306,227,2,62,45,360,288,,180,,198,505
"SAKASSOU",6,2019,137,34,21,10,206,50,53,9,,1,,34,31,227,127,2,36,48,215,237,,169,,202,338
"SAKASSOU",7,2019,355,23,25,7,205,38,60,14,11,2,2,16,33,236,185,5,365,371,840,171,,504,,651,258
"SAKASSOU",8,2019,382,37,28,5,205,85,66,18,12,,,39,36,276,211,3,29,78,317,267,,496,,644,278
"SAKASSOU",9,2019,217,26,14,6,217,51,63,5,12,1,,23,20,259,189,2,26,32,176,172,,481,,596,205
"SAN-PEDRO",1,2019,203,294,68,21,1017,290,295,50,10,23,23,394,84,987,1118,92,655,201,1874,3556,,369,,1036,2708
"SAN-PEDRO",2,2019,125,312,35,3,998,245,284,28,13,10,28,314,29,909,986,62,711,175,1574,2778,,467,,994,2132
"SAN-PEDRO",3,2019,109,225,33,13,901,286,426,29,11,23,23,231,26,1057,933,94,714,380,1576,2757,,620,,810,2018
"SAN-PEDRO",4,2019,489,270,45,20,976,267,204,33,16,13,19,311,49,1098,713,96,721,318,1979,2793,,610,,1168,2379
"SAN-PEDRO",5,2019,482,223,51,15,857,215,358,43,9,22,3,194,97,497,347,36,433,214,1048,2134,,524,,923,2032
"SAN-PEDRO",6,2019,428,234,35,28,919,241,385,37,21,21,63,280,49,1028,918,46,536,220,1699,2969,,70,,840,2205
"SAN-PEDRO",7,2019,534,341,121,52,935,267,343,114,21,32,30,400,145,1034,941,67,824,558,1760,3163,,528,,1001,2069
"SAN-PEDRO",8,2019,517,209,116,25,753,205,349,48,10,27,15,305,130,792,885,85,630,362,1474,2949,,563,,1082,2453
"SAN-PEDRO",9,2019,670,236,124,26,914,193,240,24,18,12,35,255,146,983,735,123,640,371,1043,2761,,631,,371,2186
"SANDEGUE",1,2019,,4,,,58,26,5,4,,1,,7,,76,9,25,30,6,151,37,,32,,97,28
"SANDEGUE",2,2019,,6,,,66,22,7,9,,3,2,12,,88,17,25,28,6,133,40,,23,,63,23
"SANDEGUE",3,2019,,9,,4,82,32,8,2,,,,9,4,112,14,23,14,6,178,29,,26,,94,20
"SANDEGUE",4,2019,38,12,2,,54,28,2,3,,,,3,2,80,6,23,32,2,136,11,,16,,77,5
"SANDEGUE",5,2019,,8,,,102,32,2,,,2,,10,,82,5,23,15,,208,46,,20,,100,41
"SANDEGUE",6,2019,,7,,,45,28,3,,,,,9,,80,5,,19,,98,17,,8,,79,12
"SANDEGUE",7,2019,,11,,,79,32,12,1,,5,5,12,,79,8,23,14,,122,39,,11,,60,101
"SANDEGUE",8,2019,25,16,,,283,52,15,1,,5,5,10,,101,1,18,25,,183,38,,23,,116,36
"SANDEGUE",9,2019,,34,5,,68,27,1,,,,,13,5,97,1,13,21,10,152,16,,27,,92,21
"SASSANDRA",1,2019,24,89,12,,306,175,54,11,,1,1,68,12,346,26,14,144,17,452,196,,153,,254,192
"SASSANDRA",2,2019,18,69,4,,277,124,18,9,2,2,3,73,7,324,127,3,166,5,414,207,,169,,290,240
"SASSANDRA",3,2019,14,74,,,268,133,15,1,,5,1,66,,303,36,3,179,5,453,194,,152,,263,208
"SASSANDRA",4,2019,10,65,2,1,277,118,11,12,,1,,74,7,336,216,3,142,50,461,298,,125,,225,141
"SASSANDRA",5,2019,12,51,2,,332,117,15,49,,2,3,58,22,387,130,13,180,45,520,173,,166,,342,131
"SASSANDRA",6,2019,27,93,13,4,384,123,68,24,,,,70,17,289,32,3,135,44,450,86,,160,,242,92
"SASSANDRA",7,2019,23,63,10,3,367,123,68,21,,1,1,46,13,278,41,8,102,50,305,79,,134,,204,59
"SASSANDRA",8,2019,35,57,18,3,388,107,109,28,,1,,52,12,229,38,,122,29,486,65,,144,,367,50
"SASSANDRA",9,2019,33,67,2,,409,116,112,40,,,2,68,2,348,281,5,198,37,549,364,,151,,364,90
"SEGUELA",1,2019,118,81,17,4,248,90,34,5,3,9,8,74,7,184,9,70,149,30,357,64,,149,,405,179
"SEGUELA",2,2019,98,80,16,4,285,82,43,7,,2,,54,3,157,74,,92,5,431,420,,142,,912,683
"SEGUELA",3,2019,104,71,11,3,250,111,36,4,1,4,2,52,19,180,116,10,147,5,358,55,,165,,377,441
"SEGUELA",4,2019,86,57,21,7,216,100,43,1,1,3,2,56,2,180,123,,132,5,359,102,,116,,307,373
"SEGUELA",5,2019,178,103,13,2,243,156,37,10,3,6,3,54,2,254,272,,74,,218,340,,133,,791,658
"SEGUELA",6,2019,194,46,,2,216,79,29,1,1,7,,36,2,175,73,,128,,376,522,,180,,859,1081
"SEGUELA",7,2019,185,37,16,1,244,65,37,6,,,,37,1,177,93,,231,,383,472,,294,,830,992
"SEGUELA",8,2019,135,52,16,1,185,75,18,5,3,,1,41,1,137,130,,101,10,254,676,,298,,924,1113
"SEGUELA",9,2019,191,51,12,4,210,71,31,6,2,,4,37,2,127,39,,163,,212,335,,322,,820,1103
"SIKENSI",1,2019,,30,17,1,182,46,67,6,,,,30,18,211,898,,55,,352,1152,,37,,234,440
"SIKENSI",2,2019,82,29,11,10,160,65,15,5,,,,32,11,196,505,,55,,339,1650,,30,,345,1223
"SIKENSI",3,2019,82,31,4,2,242,46,31,9,,,,31,6,285,618,,68,225,379,1140,,64,,299,888
"SIKENSI",4,2019,4,34,16,4,205,33,34,7,,,,34,20,221,798,,84,125,335,1351,,68,,254,956
"SIKENSI",5,2019,89,25,27,13,212,53,29,4,,,,25,40,234,546,,33,117,418,1335,,38,,281,1085
"SIKENSI",6,2019,83,18,54,18,161,33,32,11,,3,3,18,72,191,555,,32,159,286,514,,38,,254,484
"SIKENSI",7,2019,9,30,12,3,167,108,33,10,4,6,12,39,15,265,434,31,55,51,337,905,,47,,206,914
"SIKENSI",8,2019,2,20,12,1,217,48,25,11,,1,1,22,13,268,543,16,32,45,370,1322,,40,,222,980
"SIKENSI",9,2019,21,13,14,1,207,58,22,8,,7,3,28,15,224,397,15,60,68,376,1263,,58,,227,1478
"SINEMATIALI",1,2019,1,21,2,1,251,65,,,,,,22,3,305,4,,43,,455,,,51,,217,6
"SINEMATIALI",2,2019,,39,,,210,48,2,,,,,39,,258,13,,53,,319,15,,48,,195,8
"SINEMATIALI",3,2019,1,30,2,,246,62,,2,,,,31,2,309,,,82,10,356,,,78,,204,3
"SINEMATIALI",4,2019,3,35,1,1,232,61,2,,,8,,46,2,293,10,,61,8,499,12,,31,,213,2
"SINEMATIALI",5,2019,,59,5,,236,77,1,,,,,57,5,313,7,,142,10,419,22,,92,,210,17
"SINEMATIALI",6,2019,,35,2,,269,44,1,,,,,35,2,313,5,,74,,409,,,89,,230,12
"SINEMATIALI",7,2019,,27,2,,214,58,1,1,,,,27,2,272,4,,53,,341,,,90,,212,18
"SINEMATIALI",8,2019,1,20,1,,243,46,2,,,,,21,1,290,1,,58,,475,,,98,,229,17
"SINEMATIALI",9,2019,,24,1,,215,67,2,,,,,19,1,282,8,,38,,396,15,,56,,169,7
"SINFRA",1,2019,15,85,32,8,416,104,36,9,,1,1,93,38,456,89,5,82,103,475,143,,43,,138,172
"SINFRA",2,2019,26,93,71,3,383,105,49,10,,1,1,90,14,370,154,5,98,24,376,152,,140,,478,1192
"SINFRA",3,2019,21,108,15,4,432,83,118,9,6,7,,72,11,347,120,5,54,126,267,180,,114,,468,1211
"SINFRA",4,2019,15,87,24,12,377,71,32,9,,2,2,85,34,438,139,5,226,134,625,271,,252,,552,1335
"SINFRA",5,2019,79,85,50,13,279,54,56,4,1,4,2,98,64,409,239,5,76,108,356,133,,200,,501,1173
"SINFRA",6,2019,20,82,52,13,386,61,44,5,1,4,,105,48,479,155,,140,118,532,278,,186,,508,1263
"SINFRA",7,2019,21,65,68,19,378,65,41,7,,3,,87,89,433,156,,128,87,492,109,,189,,443,1184
"SINFRA",8,2019,18,77,42,18,322,104,39,2,,3,2,95,60,383,117,8,83,139,344,158,,169,,335,1296
"SINFRA",9,2019,21,68,45,11,387,59,46,6,3,,4,105,57,431,2218,12,94,75,324,161,,132,,282,1095
"SOUBRE",1,2019,331,220,16,3,504,200,102,9,,6,4,226,20,578,248,17,270,65,726,321,,202,,335,253
"SOUBRE",2,2019,312,212,5,6,458,193,96,27,10,28,4,213,11,549,315,26,391,46,724,485,,279,,346,226
"SOUBRE",3,2019,322,254,11,14,484,171,108,15,77,3,3,247,17,507,296,26,323,50,691,389,,215,,364,175
"SOUBRE",4,2019,255,169,24,4,446,164,80,14,75,12,24,164,27,499,268,34,308,79,677,371,,278,,394,179
"SOUBRE",5,2019,193,156,27,5,443,258,71,12,74,5,5,166,32,510,262,34,252,98,511,517,,296,,303,326
"SOUBRE",6,2019,198,131,18,10,491,171,75,18,76,12,11,137,29,502,254,53,282,101,576,350,,94,,290,248
"SOUBRE",7,2019,107,124,27,14,377,141,80,13,81,21,5,123,27,426,289,46,179,76,436,433,,182,,208,297
"SOUBRE",8,2019,114,225,20,17,457,135,61,9,86,7,20,195,37,492,234,45,315,110,739,931,,299,,369,831
"SOUBRE",9,2019,219,308,21,4,485,154,83,16,86,64,4,142,26,517,355,41,249,69,544,829,,295,,341,610
"TABOU",1,2019,8,72,33,16,336,129,18,11,,3,3,78,17,337,78,16,79,30,454,123,,107,,414,1151
"TABOU",2,2019,2,66,1,1,257,91,14,23,,3,4,60,,264,69,9,45,,236,79,,124,,414,480
"TABOU",3,2019,1,116,1,2,340,124,19,6,,,,68,4,316,61,5,39,125,275,43,,102,,347,543
"TABOU",4,2019,2,86,7,10,283,133,15,5,1,,1,58,23,272,73,14,96,102,396,124,,132,,371,485
"TABOU",5,2019,1,80,15,4,277,101,29,8,,,,60,22,279,99,9,42,20,145,115,,138,,351,492
"TABOU",6,2019,12,88,45,26,333,104,17,5,,2,9,81,38,328,85,9,96,5,285,121,,75,,293,481
"TABOU",7,2019,23,64,46,23,287,143,9,9,1,1,2,65,47,342,27,8,145,35,561,91,,244,,575,490
"TABOU",8,2019,2,83,56,27,296,97,14,11,,,,83,51,327,76,7,33,18,225,53,,234,,450,466
"TABOU",9,2019,15,111,20,14,351,129,15,12,,3,1,119,28,358,40,7,128,16,185,90,,246,,355,529
"TAI",1,2019,99,23,25,,207,56,53,3,,,,115,25,229,54,,134,10,352,41,,118,,239,37
"TAI",2,2019,90,15,25,,199,42,51,6,,,,26,,124,25,,216,,491,62,,201,,363,37
"TAI",3,2019,43,20,23,5,216,45,44,,,,,17,7,112,12,,200,100,314,37,,183,,199,25
"TAI",4,2019,182,19,30,2,238,41,44,1,,,,111,7,136,12,,173,93,419,25,,171,,314,13
"TAI",5,2019,106,15,38,,303,80,41,,,,,28,13,147,8,,165,86,267,17,,145,,143,9
"TAI",6,2019,98,18,34,1,257,35,43,4,,,,18,10,131,15,,154,73,336,28,,121,,195,103
"TAI",7,2019,105,7,36,,254,42,35,2,,,,15,11,121,5,44,138,63,283,9,,116,,176,4
"TAI",8,2019,104,3,30,1,251,36,34,,,,,9,7,132,3,,185,52,419,16,,176,,337,13
"TAI",9,2019,101,16,35,4,253,56,38,,,,,21,15,135,6,,176,45,340,11,,144,,221,25
"TANDA",1,2019,11,11,22,3,160,22,42,6,,,,17,1,195,109,,37,,195,246,,24,,206,114
"TANDA",2,2019,12,18,18,2,122,31,35,6,,,,30,,144,80,3,31,,115,110,,20,,83,124
"TANDA",3,2019,15,13,5,,121,39,26,3,,,,18,,130,57,,20,5,136,55,,24,,116,135
"TANDA",4,2019,15,21,10,8,98,30,22,1,,,,24,16,97,47,,33,140,170,85,,30,,162,155
"TANDA",5,2019,15,34,39,14,108,31,25,4,,,2,42,49,130,81,,65,50,100,84,,52,,129,177
"TANDA",6,2019,16,19,36,10,110,23,19,8,,,,18,44,96,72,,16,27,123,170,,43,,144,226
"TANDA",7,2019,24,12,38,16,131,22,29,6,,,,10,61,110,47,,40,168,233,80,,60,,257,256
"TANDA",8,2019,22,7,41,9,118,26,19,5,,,,6,52,112,56,,11,36,103,36,,58,,251,228
"TANDA",9,2019,25,16,34,,148,32,29,10,1,,1,18,30,143,83,,6,45,73,10,,53,,192,150
"TEHINI",1,2019,4,13,,,58,32,2,,,,,16,,87,2,,44,,134,18,,28,,51,16
"TEHINI",2,2019,,7,,,58,16,,,,,,7,,74,,,31,,185,5,,27,,112,5
"TEHINI",3,2019,1,17,1,,52,18,,,,,,18,,70,,,32,,150,2,,14,,60,3
"TEHINI",4,2019,6,14,,,57,40,,,,,,13,,95,,,19,,77,,,6,,47,
"TEHINI",5,2019,2,14,,,54,24,,,,,,15,,78,6,,26,,124,15,,17,,48,5
"TEHINI",6,2019,,7,,,49,18,,,,,,7,,64,5,,21,,94,7,,17,,54,2
"TEHINI",7,2019,,5,,,58,25,,,,,,5,,83,,,36,,153,,,34,,77,
"TEHINI",8,2019,,4,,,56,20,,,,,,4,,71,,,10,,95,,,8,,24,
"TEHINI",9,2019,1,5,,,64,22,,,,,,5,,86,,,17,,143,183,,15,,62,183
"TENGRELA",1,2019,375,21,2,,705,218,3,3,1,,,9,1,103,,5,30,1,173,,,21,,70,
"TENGRELA",2,2019,458,403,1,,737,222,2,2,1,,,4,,98,,,35,15,205,,,32,,107,
"TENGRELA",3,2019,443,25,12,1,296,102,1,2,1,,,19,,153,,,49,,382,,,30,,229,
"TENGRELA",4,2019,430,117,,2,838,305,3,6,4,4,,10,,104,,,36,,226,,,26,,112,
"TENGRELA",5,2019,793,15,1,1,396,213,6,5,15,1,,4,2,113,,,25,5,193,4,,21,,80,4
"TENGRELA",6,2019,419,144,,,579,283,6,33,,,,21,,168,3,,54,,285,19,,9,,117,16
"TENGRELA",7,2019,368,97,,,553,123,11,3,,,,20,2,98,,,48,20,230,,,27,,122,
"TENGRELA",8,2019,423,37,15,12,470,108,11,8,62,,,12,,191,,,24,,329,,,12,,138,
"TENGRELA",9,2019,516,49,3,,522,91,14,3,1,,,30,2,207,,,59,5,386,10,,13,,153,
"TIAPOUM",1,2019,,1,13,1,84,16,4,,,,,,14,83,3,,,41,119,30,,,,52,63
"TIAPOUM",2,2019,,,,,107,15,11,1,,,,,,41,13,,,41,135,96,,,,108,117
"TIAPOUM",3,2019,,2,,,136,21,17,,,,,2,,66,11,,4,,120,89,,,,66,114
"TIAPOUM",4,2019,1,4,,,114,25,11,1,,,,1,,79,5,,2,,116,122,,1,,37,117
"TIAPOUM",5,2019,,18,,2,119,56,5,2,,,,,2,32,46,,,20,55,120,,,,26,68
"TIAPOUM",6,2019,1,,,2,125,36,9,14,,,,,,71,10,,,8,140,113,,,,73,96
"TIAPOUM",7,2019,,,,,106,29,13,2,,,,,,76,10,,,8,130,96,,,,54,86
"TIAPOUM",8,2019,,5,,,124,38,5,2,,,,3,,38,7,,4,8,62,67,,1,,45,88
"TIAPOUM",9,2019,,1,,,103,26,3,2,,,,,4,27,11,,10,13,70,69,,10,,55,92
"TIASSALE",1,2019,156,37,33,18,340,155,72,18,4,8,,54,31,414,243,6,129,57,412,295,,95,,127,250
"TIASSALE",2,2019,35,39,102,2,505,140,155,17,4,6,1,102,11,382,501,14,103,21,459,613,,100,,168,557
"TIASSALE",3,2019,8,43,18,17,276,86,45,8,,1,1,36,5,297,178,13,68,95,303,166,,72,,148,203
"TIASSALE",4,2019,9,31,142,7,486,135,182,9,,,,37,28,415,193,5,38,10,427,624,,77,,189,638
"TIASSALE",5,2019,21,55,170,22,484,116,166,10,,,,46,54,464,646,,40,58,417,551,,93,,235,922
"TIASSALE",6,2019,16,35,105,16,484,102,146,10,2,4,,30,24,394,228,,59,56,442,629,,20,,257,651
"TIASSALE",7,2019,35,91,136,14,571,97,169,29,1,8,6,77,54,318,125,7,57,25,327,178,,81,,302,676
"TIASSALE",8,2019,38,56,19,5,407,95,97,20,4,3,16,51,33,364,221,,63,74,402,448,,70,,328,855
"TIASSALE",9,2019,50,59,121,15,598,102,165,11,2,2,2,49,38,474,704,,61,51,411,655,,94,,326,1001
"TIEBISSOU",1,2019,1,18,10,6,294,116,44,20,1,,1,21,16,415,121,24,74,57,580,316,,70,,242,163
"TIEBISSOU",2,2019,1,24,12,3,258,108,51,28,3,1,1,29,15,348,190,25,89,31,575,371,,84,,252,211
"TIEBISSOU",3,2019,65,32,32,9,297,127,53,16,2,1,1,32,44,426,105,23,96,75,499,257,,71,,178,187
"TIEBISSOU",4,2019,2,34,27,11,281,117,54,23,2,,,34,20,382,129,6,98,64,523,232,,66,,198,121
"TIEBISSOU",5,2019,,86,19,5,276,128,56,24,2,,,83,23,333,91,19,188,81,591,539,,100,,227,476
"TIEBISSOU",6,2019,,25,6,2,220,90,31,20,2,,,26,8,319,85,17,121,44,477,501,,75,,192,419
"TIEBISSOU",7,2019,75,9,18,5,392,109,41,17,2,,,12,14,420,178,14,122,33,641,322,,105,,264,169
"TIEBISSOU",8,2019,3,35,4,2,255,110,31,26,,,5,49,28,302,79,23,129,34,479,264,,116,,270,206
"TIEBISSOU",9,2019,1,31,8,3,701,123,50,23,,,,39,11,387,89,7,123,48,553,171,,117,,229,97
"TOUBA",1,2019,691,44,,,1952,78,559,3,9,2,,18,,94,5,,30,10,114,34,,140,,274,6161
"TOUBA",2,2019,715,55,,,1929,77,560,6,11,,,22,,81,90,,48,,132,1703,,145,,292,8543
"TOUBA",3,2019,745,68,,,1974,88,564,6,11,,,28,,74,85,,44,,120,7,,153,,281,8459
"TOUBA",4,2019,778,54,,,1985,98,566,6,11,,,26,,107,340,,41,,256,910,,141,,363,3604
"TOUBA",5,2019,432,49,,,1980,108,573,8,,11,,18,,123,16,,64,,271,76,,161,,396,1584
"TOUBA",6,2019,475,34,,,2005,50,567,5,11,,,16,,84,14,,74,,294,54,,159,,489,1574
"TOUBA",7,2019,859,46,,,1996,125,582,15,11,1,,15,,117,16,,78,,254,92,,177,,413,1614
"TOUBA",8,2019,861,51,,,1926,116,584,5,,12,,14,,84,7,,49,,220,76,,166,,380,831
"TOUBA",9,2019,870,89,,,1969,104,593,2,,,,13,,103,16,,56,,246,76,,170,,384,734
"TOULEUPLEU",1,2019,,19,3,2,56,38,5,5,,,,28,,78,13,,35,,106,22,,15,,100,16
"TOULEUPLEU",2,2019,,8,1,,53,17,2,5,,14,,22,,71,71,,34,,128,199,,24,,122,141
"TOULEUPLEU",3,2019,,17,8,,48,92,1,9,,,,17,8,77,4,,47,20,107,142,,31,,76,134
"TOULEUPLEU",4,2019,2,29,6,2,48,33,14,4,,,,30,22,80,153,,39,42,129,26,,34,,99,20
"TOULEUPLEU",5,2019,12,15,,1,82,21,4,1,2,,,21,1,80,11,,49,13,106,26,,32,,49,18
"TOULEUPLEU",6,2019,2,11,,,68,21,10,5,,4,,16,,70,23,,38,12,74,106,,36,,52,12
"TOULEUPLEU",7,2019,1,11,10,,70,23,5,,,,,16,,84,5,,19,11,101,18,,42,,53,18
"TOULEUPLEU",8,2019,1,18,,,93,22,3,2,,,,19,,86,110,,33,11,129,10,,35,,77,328
"TOULEUPLEU",9,2019,,22,,,74,41,6,2,,,,20,,87,7,,23,10,88,6,,27,,68,12
"TOUMODI",1,2019,2,51,30,4,539,177,214,48,,,,54,34,707,666,19,142,246,985,928,,145,,748,559
"TOUMODI",2,2019,1,67,4,,545,139,204,21,1,2,2,68,4,696,607,16,143,214,909,743,,139,,659,472
"TOUMODI",3,2019,3,46,4,1,554,174,210,26,,8,8,47,2,680,549,29,77,100,1418,848,,139,,1261,635
"TOUMODI",4,2019,43,154,16,5,547,137,241,32,,10,6,47,17,681,580,31,86,285,968,451,,127,,1557,486
"TOUMODI",5,2019,2,35,58,24,558,120,194,31,1,11,11,37,86,606,612,28,70,264,1068,741,,119,,2046,520
"TOUMODI",6,2019,3,119,79,27,473,184,159,31,,18,10,71,106,692,504,27,124,338,961,596,,83,,1750,519
"TOUMODI",7,2019,1,34,123,48,519,108,251,28,,8,8,35,173,610,637,27,181,422,745,647,,216,,2388,443
"TOUMODI",8,2019,6,50,82,22,557,113,177,32,,6,6,50,104,621,564,40,80,302,901,776,,224,,1644,591
"TOUMODI",9,2019,108,54,48,19,501,126,195,15,,10,10,54,64,653,561,42,89,185,1098,697,,346,,2970,524
"TRANSUA",1,2019,,3,84,11,318,60,94,11,,,,3,4,197,30,,,4,152,60,,7,,122,97
"TRANSUA",2,2019,,1,88,22,268,47,83,12,,,,1,8,154,27,,3,30,149,58,,2,,94,49
"TRANSUA",3,2019,,5,75,22,299,65,100,15,,,,5,20,181,49,,,120,232,125,,6,,194,84
"TRANSUA",4,2019,,3,104,6,335,77,107,22,,,19,11,19,161,48,20,7,185,185,71,,4,,139,40
"TRANSUA",5,2019,8,9,110,6,351,57,102,6,5,1,,9,46,204,34,,5,63,201,87,,2,,106,66
"TRANSUA",6,2019,7,24,98,14,373,81,110,29,,,,,40,119,36,,2,46,192,67,,4,,125,57
"TRANSUA",7,2019,1,3,97,9,294,36,107,6,,,,1,33,143,33,,,33,126,150,,3,,55,54
"TRANSUA",8,2019,,3,102,5,313,49,108,6,,,,3,35,151,32,,7,28,204,180,,8,,133,187
"TRANSUA",9,2019,,2,93,17,334,61,106,6,,,,3,30,166,23,,5,53,132,157,,6,,105,176
